courseId,title,provider,level,hours,tag
339,Intensivo de Neo4j 339,LinkedIn Learning,Intermediate,4,neo4j
340,Bootcamp de Neo4j 340,Coursera,Advanced,10,neo4j
341,Especialización de Kubernetes 341,Google,Beginner,4,kubernetes
342,Especialización de Cypher 342,edX,Beginner,40,cypher
343,Masterclass de Cybersecurity 343,Neo4j University,Intermediate,6,cybersecurity
344,Fundamentos de Graph Data Modeling 344,Udemy,Advanced,16,graph_data_modeling
345,Lab de Neo4j 345,LinkedIn Learning,Intermediate,16,neo4j
346,Intensivo de Graph Algorithms 346,Udemy,Intermediate,4,graph_algorithms
347,Intensivo de Data Warehousing 347,Coursera,Beginner,24,data_warehousing
348,Práctico de Power BI 348,Udemy,Intermediate,4,power_bi
349,Ruta de Cypher 349,Neo4j University,Intermediate,10,cypher
350,Hands-on de Neo4j 350,Google,Advanced,10,neo4j
351,Intensivo de Cybersecurity 351,Google,Beginner,12,cybersecurity
352,Hands-on de Graph Algorithms 352,Microsoft,Intermediate,6,graph_algorithms
353,Masterclass de Docker 353,Microsoft,Beginner,8,docker
354,Bootcamp de SQL 354,Coursera,Intermediate,8,sql
355,Lab de Power BI 355,UNIR Academy,Advanced,20,power_bi
356,Masterclass de APIs 356,LinkedIn Learning,Intermediate,20,apis
357,Especialización de Graph Data Modeling 357,Udemy,Beginner,40,graph_data_modeling
358,Lab de Data Warehousing 358,LinkedIn Learning,Advanced,24,data_warehousing
359,Intensivo de Kubernetes 359,AWS Training,Intermediate,24,kubernetes
360,Bootcamp de Docker 360,Coursera,Advanced,4,docker
361,Práctico de Machine Learning 361,Pluralsight,Beginner,4,machine_learning
362,Bootcamp de Power BI 362,Microsoft,Intermediate,30,power_bi
363,Lab de Python 363,Udemy,Beginner,8,python
364,Hands-on de Graph Algorithms 364,Udemy,Beginner,12,graph_algorithms
365,Intensivo de Neo4j 365,LinkedIn Learning,Advanced,20,neo4j
366,Especialización de Kubernetes 366,Neo4j University,Beginner,6,kubernetes
367,Masterclass de SQL 367,Udemy,Advanced,16,sql
368,Hands-on de Graph Data Modeling 368,Udemy,Advanced,8,graph_data_modeling
369,Masterclass de Neo4j 369,Udemy,Intermediate,6,neo4j
370,Bootcamp de Cloud 370,Neo4j University,Advanced,40,cloud
371,Práctico de Docker 371,Microsoft,Advanced,6,docker
372,Especialización de Kubernetes 372,Google,Beginner,4,kubernetes
373,Masterclass de APIs 373,edX,Intermediate,10,apis
374,Ruta de SQL 374,Udemy,Advanced,30,sql
375,Especialización de Cloud 375,Neo4j University,Advanced,30,cloud
376,Ruta de ETL 376,LinkedIn Learning,Advanced,4,etl
377,Masterclass de Power BI 377,Udemy,Beginner,16,power_bi
378,Bootcamp de APIs 378,Neo4j University,Beginner,8,apis
379,Especialización de Cypher 379,Pluralsight,Intermediate,10,cypher
380,Intensivo de Machine Learning 380,Neo4j University,Advanced,8,machine_learning
381,Fundamentos de Graph Algorithms 381,Neo4j University,Advanced,20,graph_algorithms
382,Intensivo de Neo4j 382,AWS Training,Advanced,30,neo4j
383,Fundamentos de Power BI 383,edX,Intermediate,8,power_bi
384,Workshop de Cypher 384,LinkedIn Learning,Beginner,4,cypher
385,Especialización de Graph Algorithms 385,UNIR Academy,Advanced,10,graph_algorithms
386,Ruta de Cypher 386,Google,Advanced,40,cypher
387,Ruta de Python 387,UNIR Academy,Beginner,6,python
388,Intensivo de Cloud 388,UNIR Academy,Beginner,10,cloud
389,Lab de ETL 389,Neo4j University,Beginner,6,etl
390,Lab de Cloud 390,Neo4j University,Advanced,24,cloud
391,Workshop de Cloud 391,LinkedIn Learning,Beginner,6,cloud
392,Masterclass de Data Warehousing 392,Coursera,Intermediate,40,data_warehousing
393,Fundamentos de Cloud 393,Microsoft,Intermediate,6,cloud
394,Intensivo de Python 394,Google,Advanced,16,python
395,Hands-on de APIs 395,UNIR Academy,Advanced,6,apis
396,Práctico de Cypher 396,Google,Intermediate,10,cypher
397,Workshop de SQL 397,Coursera,Advanced,6,sql
398,Lab de Neo4j 398,Coursera,Advanced,30,neo4j
399,Lab de Machine Learning 399,Microsoft,Advanced,4,machine_learning
400,Especialización de Docker 400,Google,Advanced,4,docker
401,Práctico de Cybersecurity 401,Google,Beginner,20,cybersecurity
402,Masterclass de Cypher 402,UNIR Academy,Advanced,30,cypher
403,Ruta de Cypher 403,Google,Beginner,8,cypher
404,Práctico de Data Warehousing 404,AWS Training,Advanced,20,data_warehousing
405,Lab de ETL 405,Google,Beginner,30,etl
406,Lab de Graph Algorithms 406,Pluralsight,Beginner,4,graph_algorithms
407,Masterclass de Docker 407,Microsoft,Beginner,4,docker
408,Intensivo de Graph Data Modeling 408,Microsoft,Beginner,30,graph_data_modeling
409,Hands-on de SQL 409,Google,Advanced,4,sql
410,Especialización de Neo4j 410,Udemy,Advanced,12,neo4j
411,Especialización de Graph Algorithms 411,edX,Intermediate,8,graph_algorithms
412,Bootcamp de Graph Data Modeling 412,LinkedIn Learning,Advanced,4,graph_data_modeling
413,Masterclass de Cloud 413,AWS Training,Advanced,20,cloud
414,Hands-on de Kubernetes 414,Google,Intermediate,20,kubernetes
415,Lab de Machine Learning 415,UNIR Academy,Intermediate,24,machine_learning
416,Hands-on de Machine Learning 416,Neo4j University,Intermediate,40,machine_learning
417,Bootcamp de Cybersecurity 417,edX,Advanced,16,cybersecurity
418,Especialización de Cybersecurity 418,Neo4j University,Intermediate,4,cybersecurity
419,Bootcamp de Cybersecurity 419,LinkedIn Learning,Intermediate,8,cybersecurity
420,Bootcamp de Power BI 420,UNIR Academy,Intermediate,4,power_bi
421,Práctico de Graph Algorithms 421,Pluralsight,Beginner,30,graph_algorithms
422,Intensivo de Cloud 422,Coursera,Intermediate,10,cloud
423,Bootcamp de Cybersecurity 423,AWS Training,Advanced,10,cybersecurity
424,Especialización de Python 424,Udemy,Advanced,12,python
425,Bootcamp de Kubernetes 425,edX,Beginner,4,kubernetes
426,Bootcamp de ETL 426,LinkedIn Learning,Advanced,6,etl
427,Fundamentos de APIs 427,Pluralsight,Beginner,4,apis
428,Bootcamp de Graph Data Modeling 428,Pluralsight,Beginner,20,graph_data_modeling
429,Hands-on de Docker 429,Microsoft,Intermediate,12,docker
430,Práctico de Power BI 430,edX,Advanced,40,power_bi
431,Hands-on de APIs 431,edX,Intermediate,30,apis
432,Bootcamp de Cypher 432,UNIR Academy,Intermediate,4,cypher
433,Bootcamp de APIs 433,Udemy,Intermediate,20,apis
434,Especialización de ETL 434,Google,Advanced,40,etl
435,Masterclass de Cloud 435,Neo4j University,Intermediate,24,cloud
436,Workshop de Graph Algorithms 436,Pluralsight,Intermediate,6,graph_algorithms
437,Workshop de Graph Data Modeling 437,Neo4j University,Intermediate,24,graph_data_modeling
438,Bootcamp de SQL 438,Coursera,Beginner,40,sql
439,Ruta de SQL 439,Google,Advanced,6,sql
440,Hands-on de SQL 440,Udemy,Beginner,20,sql
441,Fundamentos de APIs 441,AWS Training,Intermediate,8,apis
442,Masterclass de Graph Algorithms 442,UNIR Academy,Beginner,12,graph_algorithms
443,Intensivo de Cloud 443,LinkedIn Learning,Advanced,16,cloud
444,Intensivo de Cloud 444,LinkedIn Learning,Intermediate,24,cloud
445,Fundamentos de Graph Data Modeling 445,Pluralsight,Beginner,24,graph_data_modeling
446,Fundamentos de Cypher 446,Google,Beginner,4,cypher
447,Workshop de APIs 447,Google,Beginner,16,apis
448,Intensivo de Power BI 448,Google,Advanced,10,power_bi
449,Fundamentos de Docker 449,edX,Beginner,24,docker
450,Intensivo de SQL 450,edX,Advanced,4,sql
451,Especialización de Cloud 451,Google,Intermediate,6,cloud
452,Intensivo de APIs 452,Microsoft,Intermediate,24,apis
453,Especialización de Machine Learning 453,LinkedIn Learning,Beginner,8,machine_learning
454,Especialización de Python 454,Pluralsight,Intermediate,20,python
455,Workshop de Machine Learning 455,LinkedIn Learning,Beginner,24,machine_learning
456,Workshop de Graph Data Modeling 456,Microsoft,Intermediate,4,graph_data_modeling
457,Masterclass de Docker 457,LinkedIn Learning,Intermediate,8,docker
458,Lab de Neo4j 458,LinkedIn Learning,Advanced,10,neo4j
459,Lab de Graph Data Modeling 459,Neo4j University,Advanced,10,graph_data_modeling
460,Práctico de SQL 460,Microsoft,Intermediate,24,sql
461,Especialización de Power BI 461,Pluralsight,Advanced,8,power_bi
462,Workshop de Graph Algorithms 462,LinkedIn Learning,Advanced,30,graph_algorithms
463,Lab de APIs 463,AWS Training,Beginner,20,apis
464,Fundamentos de Data Warehousing 464,Udemy,Advanced,30,data_warehousing
465,Ruta de Power BI 465,edX,Beginner,4,power_bi
466,Hands-on de Cybersecurity 466,Pluralsight,Beginner,12,cybersecurity
467,Hands-on de Neo4j 467,UNIR Academy,Advanced,30,neo4j
468,Ruta de APIs 468,Coursera,Intermediate,10,apis
469,Masterclass de Python 469,Neo4j University,Intermediate,40,python
470,Lab de APIs 470,LinkedIn Learning,Intermediate,4,apis
471,Práctico de SQL 471,Pluralsight,Intermediate,24,sql
472,Lab de Neo4j 472,Microsoft,Advanced,24,neo4j
473,Hands-on de Docker 473,Pluralsight,Intermediate,8,docker
474,Bootcamp de Power BI 474,AWS Training,Advanced,4,power_bi
475,Workshop de Graph Algorithms 475,Udemy,Beginner,8,graph_algorithms
476,Práctico de Docker 476,LinkedIn Learning,Advanced,8,docker
477,Práctico de Docker 477,Coursera,Beginner,8,docker
478,Especialización de Graph Data Modeling 478,Google,Beginner,6,graph_data_modeling
479,Bootcamp de Cloud 479,Google,Intermediate,24,cloud
480,Ruta de Power BI 480,Neo4j University,Intermediate,6,power_bi
481,Especialización de Power BI 481,UNIR Academy,Intermediate,8,power_bi
482,Workshop de Python 482,Pluralsight,Beginner,12,python
483,Workshop de ETL 483,LinkedIn Learning,Advanced,30,etl
484,Fundamentos de Graph Algorithms 484,Pluralsight,Beginner,6,graph_algorithms
485,Masterclass de APIs 485,AWS Training,Beginner,10,apis
486,Especialización de Python 486,Coursera,Beginner,8,python
487,Masterclass de Cybersecurity 487,AWS Training,Advanced,4,cybersecurity
488,Intensivo de Cypher 488,Coursera,Advanced,20,cypher
489,Lab de ETL 489,Neo4j University,Beginner,20,etl
490,Fundamentos de Kubernetes 490,Neo4j University,Intermediate,24,kubernetes
491,Fundamentos de Data Warehousing 491,edX,Beginner,20,data_warehousing
492,Práctico de Data Warehousing 492,Google,Beginner,16,data_warehousing
493,Fundamentos de Machine Learning 493,UNIR Academy,Intermediate,40,machine_learning
494,Práctico de Graph Algorithms 494,Coursera,Intermediate,24,graph_algorithms
495,Intensivo de Graph Data Modeling 495,Udemy,Intermediate,40,graph_data_modeling
496,Bootcamp de Graph Algorithms 496,Google,Beginner,40,graph_algorithms
497,Lab de ETL 497,LinkedIn Learning,Beginner,30,etl
498,Workshop de Neo4j 498,edX,Advanced,4,neo4j
499,Masterclass de Cybersecurity 499,Pluralsight,Intermediate,4,cybersecurity
500,Hands-on de Graph Data Modeling 500,AWS Training,Advanced,40,graph_data_modeling
501,Workshop de APIs 501,Pluralsight,Beginner,40,apis
502,Ruta de Graph Algorithms 502,edX,Beginner,24,graph_algorithms
503,Especialización de Cybersecurity 503,Google,Beginner,30,cybersecurity
504,Bootcamp de APIs 504,Coursera,Advanced,6,apis
505,Masterclass de APIs 505,edX,Intermediate,4,apis
506,Ruta de ETL 506,LinkedIn Learning,Beginner,8,etl
507,Masterclass de APIs 507,LinkedIn Learning,Intermediate,20,apis
508,Hands-on de Machine Learning 508,Coursera,Intermediate,8,machine_learning
509,Intensivo de Kubernetes 509,Pluralsight,Beginner,40,kubernetes
510,Intensivo de Docker 510,AWS Training,Advanced,40,docker
511,Fundamentos de SQL 511,Google,Advanced,4,sql
512,Workshop de Kubernetes 512,LinkedIn Learning,Intermediate,4,kubernetes
513,Lab de Power BI 513,Pluralsight,Intermediate,4,power_bi
514,Fundamentos de Graph Data Modeling 514,Microsoft,Beginner,6,graph_data_modeling
515,Especialización de Python 515,AWS Training,Beginner,8,python
516,Bootcamp de Graph Data Modeling 516,Pluralsight,Intermediate,10,graph_data_modeling
517,Fundamentos de Python 517,Udemy,Intermediate,30,python
518,Fundamentos de Python 518,AWS Training,Beginner,8,python
519,Especialización de Data Warehousing 519,Pluralsight,Beginner,10,data_warehousing
520,Especialización de Graph Algorithms 520,UNIR Academy,Beginner,10,graph_algorithms
521,Bootcamp de SQL 521,UNIR Academy,Beginner,16,sql
522,Hands-on de Data Warehousing 522,Pluralsight,Beginner,6,data_warehousing
523,Práctico de Python 523,Pluralsight,Intermediate,16,python
524,Fundamentos de Cloud 524,edX,Intermediate,40,cloud
525,Workshop de Kubernetes 525,Microsoft,Intermediate,10,kubernetes
526,Práctico de Python 526,edX,Beginner,8,python
527,Práctico de ETL 527,LinkedIn Learning,Beginner,40,etl
528,Especialización de Power BI 528,UNIR Academy,Advanced,4,power_bi
529,Ruta de SQL 529,Microsoft,Advanced,10,sql
530,Especialización de Cypher 530,Udemy,Intermediate,6,cypher
531,Ruta de Graph Data Modeling 531,UNIR Academy,Intermediate,16,graph_data_modeling
532,Ruta de Cloud 532,LinkedIn Learning,Intermediate,40,cloud
533,Ruta de Python 533,Coursera,Beginner,6,python
534,Práctico de Graph Data Modeling 534,Google,Intermediate,10,graph_data_modeling
535,Lab de Cypher 535,Google,Intermediate,40,cypher
536,Intensivo de SQL 536,Coursera,Beginner,4,sql
537,Especialización de Power BI 537,AWS Training,Intermediate,6,power_bi
538,Práctico de Python 538,Google,Intermediate,40,python
539,Bootcamp de Cloud 539,AWS Training,Beginner,8,cloud
540,Lab de Power BI 540,Neo4j University,Advanced,10,power_bi
541,Lab de Cypher 541,Pluralsight,Beginner,20,cypher
542,Masterclass de Graph Data Modeling 542,Udemy,Intermediate,16,graph_data_modeling
543,Workshop de Graph Data Modeling 543,LinkedIn Learning,Intermediate,20,graph_data_modeling
544,Especialización de Cypher 544,UNIR Academy,Advanced,20,cypher
545,Lab de Cypher 545,edX,Beginner,4,cypher
546,Ruta de Python 546,Coursera,Advanced,30,python
547,Intensivo de Data Warehousing 547,Pluralsight,Beginner,12,data_warehousing
548,Práctico de Neo4j 548,Coursera,Advanced,6,neo4j
549,Hands-on de Cypher 549,edX,Intermediate,16,cypher
550,Hands-on de Neo4j 550,Neo4j University,Intermediate,10,neo4j
551,Especialización de Cybersecurity 551,Neo4j University,Advanced,6,cybersecurity
552,Práctico de ETL 552,UNIR Academy,Advanced,24,etl
553,Ruta de Docker 553,Google,Advanced,8,docker
554,Lab de ETL 554,AWS Training,Beginner,16,etl
555,Intensivo de Cybersecurity 555,Coursera,Beginner,6,cybersecurity
556,Workshop de Kubernetes 556,edX,Advanced,12,kubernetes
557,Hands-on de Machine Learning 557,Microsoft,Beginner,40,machine_learning
558,Fundamentos de Graph Data Modeling 558,Udemy,Advanced,24,graph_data_modeling
559,Fundamentos de Docker 559,LinkedIn Learning,Intermediate,20,docker
560,Ruta de APIs 560,edX,Beginner,10,apis
561,Especialización de Cloud 561,AWS Training,Advanced,30,cloud
562,Hands-on de Power BI 562,Neo4j University,Intermediate,40,power_bi
563,Especialización de Neo4j 563,Pluralsight,Intermediate,30,neo4j
564,Intensivo de Machine Learning 564,LinkedIn Learning,Intermediate,4,machine_learning
565,Workshop de Data Warehousing 565,Pluralsight,Advanced,30,data_warehousing
566,Hands-on de Cloud 566,Microsoft,Advanced,10,cloud
567,Workshop de APIs 567,Coursera,Intermediate,20,apis
568,Lab de Cybersecurity 568,Coursera,Intermediate,8,cybersecurity
569,Workshop de Neo4j 569,Udemy,Intermediate,24,neo4j
570,Ruta de Graph Data Modeling 570,Coursera,Intermediate,12,graph_data_modeling
571,Práctico de Data Warehousing 571,Pluralsight,Advanced,16,data_warehousing
572,Ruta de Cypher 572,LinkedIn Learning,Beginner,30,cypher
573,Especialización de Graph Data Modeling 573,Coursera,Intermediate,4,graph_data_modeling
574,Bootcamp de Cloud 574,Microsoft,Beginner,16,cloud
575,Masterclass de Cybersecurity 575,Coursera,Intermediate,24,cybersecurity
576,Workshop de Graph Data Modeling 576,LinkedIn Learning,Beginner,40,graph_data_modeling
577,Intensivo de Cloud 577,Coursera,Advanced,4,cloud
578,Especialización de Cypher 578,Coursera,Beginner,12,cypher
579,Intensivo de Cypher 579,AWS Training,Advanced,8,cypher
580,Fundamentos de Python 580,UNIR Academy,Advanced,20,python
581,Especialización de Power BI 581,Google,Beginner,8,power_bi
582,Masterclass de Power BI 582,UNIR Academy,Intermediate,16,power_bi
583,Fundamentos de APIs 583,AWS Training,Intermediate,20,apis
584,Especialización de Graph Algorithms 584,Neo4j University,Intermediate,12,graph_algorithms
585,Fundamentos de Machine Learning 585,UNIR Academy,Advanced,10,machine_learning
586,Bootcamp de Python 586,UNIR Academy,Advanced,6,python
587,Práctico de Python 587,edX,Intermediate,10,python
588,Ruta de Kubernetes 588,Coursera,Beginner,8,kubernetes
589,Lab de ETL 589,Neo4j University,Beginner,40,etl
590,Masterclass de Graph Algorithms 590,UNIR Academy,Advanced,4,graph_algorithms
591,Fundamentos de Power BI 591,Microsoft,Beginner,24,power_bi
592,Fundamentos de Docker 592,Pluralsight,Intermediate,12,docker
593,Bootcamp de Power BI 593,LinkedIn Learning,Beginner,24,power_bi
594,Especialización de Power BI 594,LinkedIn Learning,Intermediate,10,power_bi
595,Workshop de Cybersecurity 595,Pluralsight,Beginner,4,cybersecurity
596,Hands-on de Python 596,edX,Intermediate,8,python
597,Intensivo de Graph Algorithms 597,LinkedIn Learning,Beginner,24,graph_algorithms
598,Masterclass de APIs 598,Coursera,Beginner,6,apis
599,Práctico de Graph Algorithms 599,LinkedIn Learning,Beginner,4,graph_algorithms
600,Ruta de Machine Learning 600,Udemy,Intermediate,6,machine_learning
601,Intensivo de Power BI 601,Coursera,Beginner,6,power_bi
602,Hands-on de Power BI 602,Udemy,Intermediate,6,power_bi
603,Práctico de Data Warehousing 603,Google,Beginner,24,data_warehousing
604,Masterclass de Docker 604,Microsoft,Intermediate,24,docker
605,Fundamentos de Power BI 605,LinkedIn Learning,Advanced,10,power_bi
606,Intensivo de Cloud 606,AWS Training,Intermediate,8,cloud
607,Fundamentos de Python 607,Udemy,Intermediate,6,python
608,Hands-on de Docker 608,Pluralsight,Beginner,30,docker
609,Lab de Kubernetes 609,UNIR Academy,Beginner,24,kubernetes
610,Ruta de Python 610,AWS Training,Beginner,8,python
611,Especialización de ETL 611,UNIR Academy,Beginner,12,etl
612,Práctico de Kubernetes 612,Google,Intermediate,12,kubernetes
613,Intensivo de Cloud 613,Neo4j University,Intermediate,8,cloud
614,Intensivo de Graph Algorithms 614,Pluralsight,Intermediate,16,graph_algorithms
615,Práctico de Cloud 615,Microsoft,Intermediate,40,cloud
616,Lab de ETL 616,AWS Training,Beginner,8,etl
617,Intensivo de SQL 617,Microsoft,Intermediate,10,sql
618,Especialización de Power BI 618,LinkedIn Learning,Advanced,40,power_bi
619,Intensivo de Neo4j 619,Google,Beginner,10,neo4j
620,Masterclass de Kubernetes 620,Udemy,Beginner,4,kubernetes
621,Ruta de Neo4j 621,Pluralsight,Beginner,30,neo4j
622,Hands-on de APIs 622,Pluralsight,Intermediate,12,apis
623,Bootcamp de Graph Data Modeling 623,LinkedIn Learning,Advanced,12,graph_data_modeling
624,Hands-on de Graph Algorithms 624,AWS Training,Advanced,4,graph_algorithms
625,Fundamentos de APIs 625,AWS Training,Beginner,24,apis
626,Bootcamp de Kubernetes 626,Udemy,Advanced,20,kubernetes
627,Intensivo de Neo4j 627,Google,Advanced,20,neo4j
628,Bootcamp de Cybersecurity 628,Udemy,Beginner,24,cybersecurity
629,Workshop de Kubernetes 629,Udemy,Intermediate,10,kubernetes
630,Fundamentos de Docker 630,LinkedIn Learning,Advanced,20,docker
631,Workshop de Cypher 631,Google,Advanced,16,cypher
632,Masterclass de Data Warehousing 632,Udemy,Intermediate,24,data_warehousing
633,Masterclass de Graph Data Modeling 633,edX,Intermediate,30,graph_data_modeling
634,Bootcamp de Data Warehousing 634,Pluralsight,Advanced,12,data_warehousing
635,Bootcamp de Data Warehousing 635,Microsoft,Intermediate,30,data_warehousing
636,Ruta de Cybersecurity 636,AWS Training,Beginner,4,cybersecurity
637,Lab de Graph Data Modeling 637,Google,Advanced,8,graph_data_modeling
638,Bootcamp de Python 638,UNIR Academy,Advanced,12,python
639,Fundamentos de SQL 639,Google,Advanced,30,sql
640,Fundamentos de Power BI 640,Udemy,Beginner,16,power_bi
641,Masterclass de Power BI 641,UNIR Academy,Intermediate,4,power_bi
642,Práctico de Graph Algorithms 642,Google,Intermediate,20,graph_algorithms
643,Workshop de Python 643,edX,Beginner,4,python
644,Lab de Power BI 644,Google,Advanced,10,power_bi
645,Masterclass de Neo4j 645,Google,Advanced,6,neo4j
646,Especialización de Kubernetes 646,Coursera,Advanced,8,kubernetes
647,Masterclass de Power BI 647,Google,Advanced,12,power_bi
648,Bootcamp de Cloud 648,AWS Training,Beginner,30,cloud
649,Workshop de Docker 649,Microsoft,Intermediate,16,docker
650,Workshop de Graph Algorithms 650,Pluralsight,Advanced,40,graph_algorithms
651,Fundamentos de Cloud 651,LinkedIn Learning,Intermediate,10,cloud
652,Masterclass de Python 652,edX,Intermediate,8,python
653,Workshop de Cybersecurity 653,AWS Training,Advanced,24,cybersecurity
654,Fundamentos de Power BI 654,Pluralsight,Advanced,16,power_bi
655,Fundamentos de APIs 655,Udemy,Advanced,8,apis
656,Bootcamp de Graph Data Modeling 656,Google,Beginner,12,graph_data_modeling
657,Workshop de Machine Learning 657,LinkedIn Learning,Advanced,6,machine_learning
658,Masterclass de Kubernetes 658,Google,Beginner,20,kubernetes
659,Práctico de Power BI 659,Coursera,Beginner,6,power_bi
660,Especialización de Power BI 660,AWS Training,Advanced,4,power_bi
661,Práctico de Docker 661,AWS Training,Advanced,8,docker
662,Workshop de Cloud 662,AWS Training,Beginner,40,cloud
663,Workshop de APIs 663,Coursera,Intermediate,6,apis
664,Especialización de Kubernetes 664,LinkedIn Learning,Advanced,16,kubernetes
665,Práctico de Data Warehousing 665,edX,Intermediate,6,data_warehousing
666,Fundamentos de Docker 666,Microsoft,Intermediate,12,docker
667,Intensivo de Python 667,Coursera,Intermediate,40,python
668,Especialización de ETL 668,UNIR Academy,Beginner,40,etl
669,Práctico de Kubernetes 669,Neo4j University,Advanced,10,kubernetes
670,Intensivo de SQL 670,AWS Training,Advanced,4,sql
671,Intensivo de Cypher 671,Pluralsight,Advanced,40,cypher
